"","X","ID.true","Word","ConcValCombo","Task","BlockOrder","Group","Response","Accuracy","ReactionTime","LogReactionTime"
"7544",8566,"13c7c8a20a36f2b7355534ed5f3c5cf2","failure","abstract-negative","Valence","CV","B","negative",1,563,6.33327962813969
"7545",8567,"13c7c8a20a36f2b7355534ed5f3c5cf2","peace","abstract-positive","Valence","CV","B","positive",1,739,6.6052979209482
"7546",8568,"13c7c8a20a36f2b7355534ed5f3c5cf2","resentment","abstract-negative","Valence","CV","B","negative",1,1494,7.30921236569276
"7547",8569,"13c7c8a20a36f2b7355534ed5f3c5cf2","love","abstract-positive","Valence","CV","B","positive",1,685,6.52941883826223
"7548",8570,"13c7c8a20a36f2b7355534ed5f3c5cf2","joy","abstract-positive","Valence","CV","B","positive",1,772,6.64898455002478
"7549",8571,"13c7c8a20a36f2b7355534ed5f3c5cf2","mud","concrete-negative","Valence","CV","B","negative",1,662,6.49526555593701
"7550",8572,"13c7c8a20a36f2b7355534ed5f3c5cf2","gratitude","abstract-positive","Valence","CV","B","positive",1,816,6.70441435496411
"7551",8573,"13c7c8a20a36f2b7355534ed5f3c5cf2","chocolate","concrete-positive","Valence","CV","B","positive",1,689,6.53524127101366
"7552",8574,"13c7c8a20a36f2b7355534ed5f3c5cf2","shame","abstract-negative","Valence","CV","B","negative",1,671,6.50876913697168
"7553",8575,"13c7c8a20a36f2b7355534ed5f3c5cf2","home","concrete-positive","Valence","CV","B","positive",1,725,6.58617165485467
"7554",8576,"13c7c8a20a36f2b7355534ed5f3c5cf2","grief","abstract-negative","Valence","CV","B","negative",1,838,6.73101810048208
"7555",8577,"13c7c8a20a36f2b7355534ed5f3c5cf2","fireplace","concrete-positive","Valence","CV","B","positive",1,631,6.44730586254121
"7556",8578,"13c7c8a20a36f2b7355534ed5f3c5cf2","regret","abstract-negative","Valence","CV","B","negative",1,886,6.78671695060508
"7557",8579,"13c7c8a20a36f2b7355534ed5f3c5cf2","beach","concrete-positive","Valence","CV","B","positive",1,641,6.46302945692067
"7558",8582,"13c7c8a20a36f2b7355534ed5f3c5cf2","envy","abstract-negative","Valence","CV","B","negative",1,1043,6.94985645500077
"7559",8583,"13c7c8a20a36f2b7355534ed5f3c5cf2","hope","abstract-positive","Valence","CV","B","positive",1,892,6.79346613258001
"7560",8584,"13c7c8a20a36f2b7355534ed5f3c5cf2","freedom","abstract-positive","Valence","CV","B","positive",1,718,6.57646956904822
"7561",8585,"13c7c8a20a36f2b7355534ed5f3c5cf2","rust","concrete-negative","Valence","CV","B","negative",1,947,6.85329909318608
"7562",8586,"13c7c8a20a36f2b7355534ed5f3c5cf2","regret","abstract-negative","Valence","CV","B","negative",1,782,6.66185474054531
"7563",8587,"13c7c8a20a36f2b7355534ed5f3c5cf2","love","abstract-positive","Valence","CV","B","positive",1,623,6.43454651878745
"7564",8588,"13c7c8a20a36f2b7355534ed5f3c5cf2","flowers","concrete-positive","Valence","CV","B","positive",1,711,6.56667242980324
"7565",8589,"13c7c8a20a36f2b7355534ed5f3c5cf2","mud","concrete-negative","Valence","CV","B","negative",1,685,6.52941883826223
"7566",8590,"13c7c8a20a36f2b7355534ed5f3c5cf2","kindness","abstract-positive","Valence","CV","B","positive",1,572,6.3491389913798
"7567",8591,"13c7c8a20a36f2b7355534ed5f3c5cf2","beach","concrete-positive","Valence","CV","B","positive",1,679,6.5206211275587
"7568",8592,"13c7c8a20a36f2b7355534ed5f3c5cf2","hug","concrete-positive","Valence","CV","B","positive",1,725,6.58617165485467
"7569",8593,"13c7c8a20a36f2b7355534ed5f3c5cf2","mold","concrete-negative","Valence","CV","B","negative",1,693,6.5410299991899
"7570",8594,"13c7c8a20a36f2b7355534ed5f3c5cf2","rot","concrete-negative","Valence","CV","B","negative",1,687,6.53233429222235
"7571",8595,"13c7c8a20a36f2b7355534ed5f3c5cf2","injury","concrete-negative","Valence","CV","B","negative",1,628,6.4425401664682
"7572",8596,"13c7c8a20a36f2b7355534ed5f3c5cf2","garbage","concrete-negative","Valence","CV","B","negative",1,696,6.54534966033442
"7573",8597,"13c7c8a20a36f2b7355534ed5f3c5cf2","home","concrete-positive","Valence","CV","B","positive",1,658,6.48920493132532
"7574",8598,"13c7c8a20a36f2b7355534ed5f3c5cf2","guilt","abstract-negative","Valence","CV","B","negative",1,654,6.4831073514572
"7575",8599,"13c7c8a20a36f2b7355534ed5f3c5cf2","failure","abstract-negative","Valence","CV","B","negative",1,744,6.61204103483309
"7576",8600,"13c7c8a20a36f2b7355534ed5f3c5cf2","grief","abstract-negative","Valence","CV","B","negative",1,698,6.54821910276237
"7577",8601,"13c7c8a20a36f2b7355534ed5f3c5cf2","chocolate","concrete-positive","Valence","CV","B","positive",1,592,6.38350663488401
"7578",8602,"13c7c8a20a36f2b7355534ed5f3c5cf2","anxiety","abstract-negative","Valence","CV","B","negative",1,632,6.44888939414686
"7579",8603,"13c7c8a20a36f2b7355534ed5f3c5cf2","happiness","abstract-positive","Valence","CV","B","positive",1,611,6.4150969591716
"7580",8605,"13c7c8a20a36f2b7355534ed5f3c5cf2","stench","concrete-negative","Valence","CV","B","negative",1,640,6.46146817635372
"7581",8606,"13c7c8a20a36f2b7355534ed5f3c5cf2","shame","abstract-negative","Valence","CV","B","negative",1,666,6.50128967054039
"7582",8607,"13c7c8a20a36f2b7355534ed5f3c5cf2","resentment","abstract-negative","Valence","CV","B","negative",1,609,6.4118182677099
"7583",8608,"13c7c8a20a36f2b7355534ed5f3c5cf2","joy","abstract-positive","Valence","CV","B","positive",1,552,6.31354804627709
"7584",8609,"13c7c8a20a36f2b7355534ed5f3c5cf2","music","concrete-positive","Valence","CV","B","positive",1,769,6.64509096950564
"7585",8610,"13c7c8a20a36f2b7355534ed5f3c5cf2","fireplace","concrete-positive","Valence","CV","B","positive",1,633,6.45047042214418
"7586",8611,"13c7c8a20a36f2b7355534ed5f3c5cf2","lonliness","abstract-negative","Valence","CV","B","negative",1,661,6.49375383985169
"7587",8612,"13c7c8a20a36f2b7355534ed5f3c5cf2","sunshine","concrete-positive","Valence","CV","B","positive",1,639,6.45990445437753
"7588",8613,"13c7c8a20a36f2b7355534ed5f3c5cf2","compassion","abstract-positive","Valence","CV","B","positive",1,979,6.88653164253051
"7589",8614,"13c7c8a20a36f2b7355534ed5f3c5cf2","envy","abstract-negative","Valence","CV","B","negative",1,683,6.52649485957079
"7590",8615,"13c7c8a20a36f2b7355534ed5f3c5cf2","despair","abstract-negative","Valence","CV","B","negative",1,691,6.53813982376767
"7591",8616,"13c7c8a20a36f2b7355534ed5f3c5cf2","peace","abstract-positive","Valence","CV","B","positive",1,623,6.43454651878745
"7593",8619,"13c7c8a20a36f2b7355534ed5f3c5cf2","filth","concrete-negative","Valence","CV","B","negative",1,868,6.76619171466035
"7594",8620,"13c7c8a20a36f2b7355534ed5f3c5cf2","laughter","concrete-positive","Valence","CV","B","positive",1,670,6.50727771238501
"7595",8621,"13c7c8a20a36f2b7355534ed5f3c5cf2","inspiration","abstract-positive","Valence","CV","B","positive",1,678,6.5191472879404
"7596",8622,"13c7c8a20a36f2b7355534ed5f3c5cf2","gratitude","abstract-positive","Valence","CV","B","positive",1,700,6.5510803350434
"7597",8623,"de2c769f5629416ea2e638f4324f356b","despair","abstract-negative","Concrete","CV","B","abstract",1,1141,7.03966034986208
"7598",8624,"de2c769f5629416ea2e638f4324f356b","guilt","abstract-negative","Concrete","CV","B","abstract",1,948,6.85435450225502
"7599",8625,"de2c769f5629416ea2e638f4324f356b","peace","abstract-positive","Concrete","CV","B","abstract",1,1449,7.27862894232068
"7600",8626,"de2c769f5629416ea2e638f4324f356b","beach","concrete-positive","Concrete","CV","B","concrete",1,1051,6.95749737087695
"7601",8628,"de2c769f5629416ea2e638f4324f356b","filth","concrete-negative","Concrete","CV","B","concrete",1,1421,7.2591161280971
"7602",8629,"de2c769f5629416ea2e638f4324f356b","kindness","abstract-positive","Concrete","CV","B","abstract",1,1758,7.47193207824512
"7603",8630,"de2c769f5629416ea2e638f4324f356b","joy","abstract-positive","Concrete","CV","B","abstract",1,1401,7.24494154633701
"7604",8631,"de2c769f5629416ea2e638f4324f356b","compassion","abstract-positive","Concrete","CV","B","abstract",1,1154,7.05098944706805
"7605",8632,"de2c769f5629416ea2e638f4324f356b","music","concrete-positive","Concrete","CV","B","concrete",1,1964,7.58273848891441
"7606",8634,"de2c769f5629416ea2e638f4324f356b","chocolate","concrete-positive","Concrete","CV","B","concrete",1,1268,7.14519613499717
"7607",8635,"de2c769f5629416ea2e638f4324f356b","anxiety","abstract-negative","Concrete","CV","B","abstract",1,1594,7.37400185935016
"7608",8636,"de2c769f5629416ea2e638f4324f356b","rot","concrete-negative","Concrete","CV","B","concrete",1,1290,7.16239749735572
"7609",8637,"de2c769f5629416ea2e638f4324f356b","hope","abstract-positive","Concrete","CV","B","abstract",1,1263,7.14124512235049
"7610",8640,"de2c769f5629416ea2e638f4324f356b","mud","concrete-negative","Concrete","CV","B","concrete",1,1204,7.09340462586877
"7611",8641,"de2c769f5629416ea2e638f4324f356b","shame","abstract-negative","Concrete","CV","B","abstract",1,1179,7.07242190053737
"7612",8643,"de2c769f5629416ea2e638f4324f356b","flowers","concrete-positive","Concrete","CV","B","concrete",1,1151,7.04838640872188
"7613",8645,"de2c769f5629416ea2e638f4324f356b","regret","abstract-negative","Concrete","CV","B","abstract",1,2778,7.92948652331429
"7614",8646,"de2c769f5629416ea2e638f4324f356b","failure","abstract-negative","Concrete","CV","B","abstract",1,2634,7.87625888230323
"7615",8647,"de2c769f5629416ea2e638f4324f356b","laughter","concrete-positive","Concrete","CV","B","concrete",1,2148,7.67229245562876
"7616",8648,"de2c769f5629416ea2e638f4324f356b","garbage","concrete-negative","Concrete","CV","B","concrete",1,1060,6.96602418710611
"7617",8649,"de2c769f5629416ea2e638f4324f356b","mold","concrete-negative","Concrete","CV","B","concrete",1,1180,7.07326971745971
"7618",8650,"de2c769f5629416ea2e638f4324f356b","inspiration","abstract-positive","Concrete","CV","B","abstract",1,1422,7.25981961036319
"7619",8651,"de2c769f5629416ea2e638f4324f356b","grief","abstract-negative","Concrete","CV","B","abstract",1,1007,6.91473089271856
"7620",8652,"de2c769f5629416ea2e638f4324f356b","rain","concrete-positive","Concrete","CV","B","concrete",1,1313,7.1800698743028
"7621",8653,"de2c769f5629416ea2e638f4324f356b","freedom","abstract-positive","Concrete","CV","B","abstract",1,2306,7.743269700829
"7622",8654,"de2c769f5629416ea2e638f4324f356b","happiness","abstract-positive","Concrete","CV","B","abstract",1,1501,7.31388683163346
"7623",8655,"de2c769f5629416ea2e638f4324f356b","envy","abstract-negative","Concrete","CV","B","abstract",1,1220,7.1066061377273
"7624",8656,"de2c769f5629416ea2e638f4324f356b","lonliness","abstract-negative","Concrete","CV","B","abstract",1,1834,7.51425465281641
"7625",8657,"de2c769f5629416ea2e638f4324f356b","vomit","concrete-negative","Concrete","CV","B","concrete",1,1279,7.15383380157884
"7626",8658,"de2c769f5629416ea2e638f4324f356b","home","concrete-positive","Concrete","CV","B","concrete",1,811,6.69826805411541
"7627",8659,"de2c769f5629416ea2e638f4324f356b","hug","concrete-positive","Concrete","CV","B","concrete",1,1837,7.51588908521513
"7628",8660,"de2c769f5629416ea2e638f4324f356b","rust","concrete-negative","Concrete","CV","B","concrete",1,1132,7.03174125876313
"7629",8661,"de2c769f5629416ea2e638f4324f356b","fireplace","concrete-positive","Concrete","CV","B","concrete",1,975,6.88243747099785
"7630",8663,"de2c769f5629416ea2e638f4324f356b","mold","concrete-negative","Concrete","CV","B","concrete",1,799,6.68336094576627
"7631",8665,"de2c769f5629416ea2e638f4324f356b","resentment","abstract-negative","Concrete","CV","B","abstract",1,1259,7.13807303404435
"7632",8666,"de2c769f5629416ea2e638f4324f356b","love","abstract-positive","Concrete","CV","B","abstract",1,1605,7.38087903556412
"7633",8667,"de2c769f5629416ea2e638f4324f356b","despair","abstract-negative","Concrete","CV","B","abstract",1,1116,7.01750614294126
"7634",8668,"de2c769f5629416ea2e638f4324f356b","guilt","abstract-negative","Concrete","CV","B","abstract",1,1142,7.04053639021596
"7635",8669,"de2c769f5629416ea2e638f4324f356b","music","concrete-positive","Concrete","CV","B","concrete",1,1260,7.13886699994552
"7636",8670,"de2c769f5629416ea2e638f4324f356b","flowers","concrete-positive","Concrete","CV","B","concrete",1,907,6.81014245011514
"7637",8671,"de2c769f5629416ea2e638f4324f356b","smoke","concrete-negative","Concrete","CV","B","concrete",1,2241,7.71467747380093
"7638",8672,"de2c769f5629416ea2e638f4324f356b","rust","concrete-negative","Concrete","CV","B","concrete",1,758,6.63068338564237
"7639",8673,"de2c769f5629416ea2e638f4324f356b","hope","abstract-positive","Concrete","CV","B","abstract",1,927,6.83195356556585
"7640",8674,"de2c769f5629416ea2e638f4324f356b","shame","abstract-negative","Concrete","CV","B","abstract",1,1056,6.96224346426621
"7641",8675,"de2c769f5629416ea2e638f4324f356b","gratitude","abstract-positive","Concrete","CV","B","abstract",1,1304,7.1731917424866
"7642",8676,"de2c769f5629416ea2e638f4324f356b","compassion","abstract-positive","Concrete","CV","B","abstract",1,838,6.73101810048208
"7643",8677,"de2c769f5629416ea2e638f4324f356b","laughter","concrete-positive","Concrete","CV","B","concrete",1,1987,7.59438124255182
"7644",8678,"de2c769f5629416ea2e638f4324f356b","beach","concrete-positive","Concrete","CV","B","concrete",1,1260,7.13886699994552
"7645",8679,"de2c769f5629416ea2e638f4324f356b","grief","abstract-negative","Concrete","CV","B","abstract",1,1261,7.13966033596492
"7646",8680,"de2c769f5629416ea2e638f4324f356b","rot","concrete-negative","Concrete","CV","B","concrete",1,1099,7.00215595440362
"7647",8681,"de2c769f5629416ea2e638f4324f356b","failure","abstract-negative","Concrete","CV","B","abstract",1,969,6.87626461189077
"7648",8682,"de2c769f5629416ea2e638f4324f356b","joy","abstract-positive","Concrete","CV","B","abstract",1,845,6.73933662735717
"7649",8683,"de2c769f5629416ea2e638f4324f356b","garbage","concrete-negative","Concrete","CV","B","concrete",1,1459,7.28550654852279
"7650",8684,"de2c769f5629416ea2e638f4324f356b","mud","concrete-negative","Concrete","CV","B","concrete",1,803,6.68835471394676
"7651",8685,"de2c769f5629416ea2e638f4324f356b","anxiety","abstract-negative","Concrete","CV","B","abstract",1,1765,7.4759059693674
"7652",8686,"de2c769f5629416ea2e638f4324f356b","fireplace","concrete-positive","Concrete","CV","B","concrete",1,909,6.81234509417748
"7653",8687,"de2c769f5629416ea2e638f4324f356b","rain","concrete-positive","Concrete","CV","B","concrete",1,1179,7.07242190053737
"7654",8689,"de2c769f5629416ea2e638f4324f356b","kindness","abstract-positive","Concrete","CV","B","abstract",1,1250,7.13089883029635
"7655",8692,"de2c769f5629416ea2e638f4324f356b","lonliness","abstract-negative","Concrete","CV","B","abstract",1,1333,7.19518732017871
"7656",8693,"de2c769f5629416ea2e638f4324f356b","injury","concrete-negative","Concrete","CV","B","concrete",1,911,6.81454289725996
"7657",8694,"de2c769f5629416ea2e638f4324f356b","vomit","concrete-negative","Concrete","CV","B","concrete",1,901,6.80350525760834
"7658",8695,"de2c769f5629416ea2e638f4324f356b","happiness","abstract-positive","Concrete","CV","B","abstract",1,1394,7.23993259132047
"7659",8696,"de2c769f5629416ea2e638f4324f356b","envy","abstract-negative","Concrete","CV","B","abstract",1,1331,7.19368581839511
"7660",8697,"de2c769f5629416ea2e638f4324f356b","chocolate","concrete-positive","Concrete","CV","B","concrete",1,787,6.6682282484174
"7661",8698,"de2c769f5629416ea2e638f4324f356b","peace","abstract-positive","Concrete","CV","B","abstract",1,1202,7.09174211509515
"7662",8699,"de2c769f5629416ea2e638f4324f356b","hug","concrete-positive","Concrete","CV","B","concrete",1,1515,7.32317071794347
"7663",8700,"de2c769f5629416ea2e638f4324f356b","inspiration","abstract-positive","Concrete","CV","B","abstract",1,941,6.84694313958538
"7664",8701,"de2c769f5629416ea2e638f4324f356b","regret","abstract-negative","Concrete","CV","B","abstract",1,1239,7.12205988162914
"7665",8702,"de2c769f5629416ea2e638f4324f356b","filth","concrete-negative","Concrete","CV","B","concrete",1,2347,7.76089319585102
"7666",8703,"de2c769f5629416ea2e638f4324f356b","resentment","abstract-negative","Concrete","CV","B","abstract",1,1211,7.09920174355309
"7667",8704,"de2c769f5629416ea2e638f4324f356b","music","concrete-positive","Concrete","CV","B","concrete",1,1084,6.98841318199959
"7668",8705,"de2c769f5629416ea2e638f4324f356b","gratitude","abstract-positive","Concrete","CV","B","abstract",1,964,6.87109129461055
"7669",8706,"de2c769f5629416ea2e638f4324f356b","smoke","concrete-negative","Concrete","CV","B","concrete",1,2165,7.68017564043659
"7670",8707,"de2c769f5629416ea2e638f4324f356b","rust","concrete-negative","Concrete","CV","B","concrete",1,738,6.60394382460047
"7671",8709,"de2c769f5629416ea2e638f4324f356b","peace","abstract-positive","Concrete","CV","B","abstract",1,1044,6.95081476844258
"7672",8710,"de2c769f5629416ea2e638f4324f356b","flowers","concrete-positive","Concrete","CV","B","concrete",1,1233,7.11720550316434
"7673",8711,"de2c769f5629416ea2e638f4324f356b","envy","abstract-negative","Concrete","CV","B","abstract",1,1012,6.91968384984741
"7674",8712,"de2c769f5629416ea2e638f4324f356b","injury","concrete-negative","Concrete","CV","B","concrete",1,1190,7.08170858610557
"7675",8714,"de2c769f5629416ea2e638f4324f356b","filth","concrete-negative","Concrete","CV","B","concrete",1,2076,7.63819824428578
"7676",8715,"de2c769f5629416ea2e638f4324f356b","chocolate","concrete-positive","Concrete","CV","B","concrete",1,671,6.50876913697168
"7677",8716,"de2c769f5629416ea2e638f4324f356b","beach","concrete-positive","Concrete","CV","B","concrete",1,820,6.7093043402583
"7678",8718,"de2c769f5629416ea2e638f4324f356b","regret","abstract-negative","Concrete","CV","B","abstract",1,1109,7.01121398735037
"7679",8719,"de2c769f5629416ea2e638f4324f356b","compassion","abstract-positive","Concrete","CV","B","abstract",1,802,6.68710860786651
"7680",8720,"de2c769f5629416ea2e638f4324f356b","sunshine","concrete-positive","Concrete","CV","B","concrete",1,1535,7.3362856600213
"7681",8721,"de2c769f5629416ea2e638f4324f356b","kindness","abstract-positive","Concrete","CV","B","abstract",1,964,6.87109129461055
"7682",8722,"de2c769f5629416ea2e638f4324f356b","fireplace","concrete-positive","Concrete","CV","B","concrete",1,931,6.83625927727707
"7683",8723,"de2c769f5629416ea2e638f4324f356b","rot","concrete-negative","Concrete","CV","B","concrete",1,1231,7.11558212618445
"7684",8724,"de2c769f5629416ea2e638f4324f356b","despair","abstract-negative","Concrete","CV","B","abstract",1,1203,7.09257371597468
"7685",8725,"de2c769f5629416ea2e638f4324f356b","joy","abstract-positive","Concrete","CV","B","abstract",1,1148,7.04577657687951
"7686",8726,"de2c769f5629416ea2e638f4324f356b","guilt","abstract-negative","Concrete","CV","B","abstract",1,1242,7.12447826249342
"7687",8727,"de2c769f5629416ea2e638f4324f356b","home","concrete-positive","Concrete","CV","B","concrete",1,747,6.61606518513282
"7688",8728,"de2c769f5629416ea2e638f4324f356b","vomit","concrete-negative","Concrete","CV","B","concrete",1,1092,6.99576615630485
"7689",8729,"de2c769f5629416ea2e638f4324f356b","inspiration","abstract-positive","Concrete","CV","B","abstract",1,1812,7.50218648660292
"7690",8730,"de2c769f5629416ea2e638f4324f356b","garbage","concrete-negative","Concrete","CV","B","concrete",1,1346,7.20489251020467
